地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2024/02/24,04:52:58.3,岩手県沖,39°36.5′N,142°26.7′E,30 km,3.5,震度１
2024/02/24,01:54:11.9,宮城県沖,38°32.3′N,141°44.1′E,53 km,3.5,震度１
2024/02/23,20:52:57.9,島根県東部,35°08.5′N,132°39.9′E,8 km,3.0,震度１
2024/02/23,20:21:11.9,熊本県熊本地方,32°42.2′N,130°37.0′E,10 km,2.9,震度１
2024/02/23,13:55:59.0,埼玉県南部,35°57.4′N,139°34.7′E,46 km,3.1,震度１
2024/02/22,18:55:53.2,能登半島沖,37°30.8′N,137°09.5′E,7 km,2.1,震度１
2024/02/22,13:22:40.5,宮古島近海,24°48.1′N,125°21.1′E,46 km,4.4,震度３
2024/02/21,22:32:53.7,石川県能登地方,37°29.2′N,137°13.1′E,9 km,2.7,震度１
2024/02/21,20:28:27.6,岩手県沖,40°21.9′N,142°12.4′E,46 km,3.7,震度１
2024/02/21,20:21:12.7,岩手県沖,40°22.1′N,142°12.0′E,46 km,3.9,震度１
2024/02/21,19:24:54.8,石川県能登地方,37°10.3′N,136°41.2′E,3 km,2.1,震度１
2024/02/21,18:38:51.8,トカラ列島近海,28°39.7′N,129°08.6′E,67 km,3.6,震度１
2024/02/21,18:27:29.6,愛媛県南予,33°12.4′N,132°39.8′E,37 km,3.9,震度３
2024/02/21,16:30:59.8,長野県南部,35°52.8′N,137°34.9′E,4 km,2.7,震度１
2024/02/21,11:34:04.2,石川県能登地方,37°28.8′N,137°17.8′E,13 km,3.3,震度３
2024/02/21,06:49:00.8,神奈川県西部,35°35.1′N,139°23.2′E,26 km,2.5,震度１
2024/02/21,06:12:25.6,東京都多摩東部,35°38.3′N,139°30.5′E,28 km,2.3,震度１
2024/02/21,03:58:27.8,石川県能登地方,37°31.4′N,137°15.2′E,11 km,3.4,震度２
2024/02/20,23:57:30.5,与那国島近海,23°40.6′N,123°16.2′E,47 km,5.4,震度１
2024/02/20,22:56:27.2,与那国島近海,23°40.7′N,123°16.5′E,47 km,5.2,震度１
2024/02/20,21:19:31.1,石川県能登地方,37°10.3′N,136°42.2′E,6 km,2.9,震度２
2024/02/20,15:30:40.3,石川県能登地方,37°09.7′N,136°52.1′E,11 km,3.0,震度１
2024/02/20,14:12:17.5,島根県東部,35°23.7′N,133°17.6′E,11 km,2.5,震度１
2024/02/20,13:40:25.2,石川県能登地方,37°15.3′N,136°44.7′E,8 km,2.8,震度１
2024/02/20,06:33:09.6,石川県能登地方,37°14.6′N,136°53.2′E,11 km,2.6,震度１
2024/02/20,01:26:53.9,秋田県内陸北部,40°05.7′N,140°37.6′E,5 km,2.9,震度１
2024/02/19,18:28:43.3,新潟県上中越沖,37°33.3′N,137°36.9′E,17 km,3.4,震度１
2024/02/19,13:36:42.8,石川県能登地方,37°09.0′N,136°44.4′E,3 km,1.9,震度１
2024/02/19,11:35:03.6,岩手県沖,39°06.4′N,142°07.3′E,45 km,3.3,震度１
2024/02/19,11:21:13.4,宮城県沖,38°19.0′N,141°46.2′E,50 km,3.9,震度２
2024/02/19,03:57:25.0,石川県能登地方,37°12.2′N,136°42.9′E,8 km,3.0,震度１
2024/02/19,00:31:59.4,和歌山県北部,34°00.1′N,135°14.1′E,7 km,2.9,震度２
2024/02/18,21:25:57.4,根室半島南東沖,43°11.7′N,145°26.1′E,91 km,3.8,震度１
2024/02/18,19:47:59.8,福井県嶺北,36°02.5′N,136°43.5′E,4 km,3.4,震度１
2024/02/18,17:09:03.0,石川県能登地方,37°09.7′N,136°44.4′E,5 km,2.0,震度１
2024/02/18,16:14:44.5,千葉県南部,35°25.2′N,139°55.9′E,113 km,4.1,震度２
2024/02/18,10:16:09.2,宮城県南部,38°15.0′N,140°37.4′E,10 km,2.4,震度１
2024/02/18,07:00:44.9,熊本県阿蘇地方,33°01.1′N,131°09.8′E,9 km,2.7,震度１
2024/02/18,06:43:42.8,西表島付近,23°57.3′N,123°35.2′E,33 km,4.6,震度１
2024/02/18,03:23:46.2,石川県能登地方,37°11.3′N,136°42.2′E,4 km,2.1,震度１
2024/02/18,00:45:36.8,石川県能登地方,37°23.4′N,136°52.8′E,0 km,1.9,震度１
2024/02/18,00:09:00.9,石川県能登地方,37°23.7′N,136°52.8′E,6 km,2.3,震度２
2024/02/18,00:01:40.6,石川県能登地方,37°23.0′N,136°52.8′E,7 km,1.8,震度１
2024/02/18,00:00:52.3,石川県能登地方,37°23.6′N,136°52.1′E,7 km,2.4,震度２
2024/02/17,20:47:28.3,岩手県沖,40°05.6′N,142°26.6′E,38 km,4.5,震度２
2024/02/17,15:33:34.3,択捉島南東沖,44°14.8′N,147°52.3′E,0 km,4.8,震度１
2024/02/17,12:34:14.0,石川県能登地方,37°19.2′N,136°56.7′E,12 km,3.0,震度１
2024/02/17,12:24:53.9,石川県能登地方,37°09.9′N,136°43.3′E,5 km,2.8,震度１
2024/02/17,07:14:30.2,石川県能登地方,37°11.7′N,136°50.2′E,11 km,3.4,震度２
2024/02/17,06:23:30.6,石川県能登地方,37°11.7′N,136°50.4′E,11 km,3.5,震度３
2024/02/17,04:17:20.3,京都府南部,35°03.2′N,135°33.3′E,12 km,2.4,震度１
2024/02/17,03:48:44.7,京都府南部,35°03.2′N,135°33.2′E,12 km,3.0,震度１
2024/02/16,23:31:01.6,宮崎県南部山沿い,31°55.7′N,131°01.1′E,7 km,3.0,震度２
2024/02/16,22:29:53.0,能登半島沖,37°07.7′N,136°41.1′E,9 km,3.1,震度１
2024/02/16,18:52:13.1,茨城県南部,36°05.1′N,139°52.5′E,47 km,3.9,震度３
2024/02/16,17:49:51.6,石川県能登地方,37°27.7′N,137°13.0′E,14 km,2.9,震度２
2024/02/16,12:11:42.7,石川県能登地方,37°08.7′N,136°44.9′E,4 km,1.7,震度１
2024/02/16,09:43:18.1,青森県東方沖,40°58.6′N,142°00.1′E,59 km,3.8,震度２
2024/02/16,06:46:56.1,能登半島沖,37°08.5′N,136°43.5′E,7 km,3.1,震度２
2024/02/16,03:07:17.5,種子島近海,30°34.1′N,131°02.6′E,13 km,2.9,震度１
2024/02/16,02:18:59.8,茨城県沖,36°40.6′N,141°07.7′E,51 km,4.0,震度２
2024/02/16,01:56:28.5,石川県能登地方,37°09.6′N,136°42.4′E,5 km,2.4,震度１
2024/02/15,22:06:41.6,岩手県沖,39°01.4′N,142°17.5′E,44 km,3.3,震度１
2024/02/15,20:00:22.4,新潟県上中越沖,37°33.4′N,137°37.0′E,17 km,4.3,震度２
2024/02/15,19:27:41.3,新潟県上中越沖,37°33.1′N,137°37.2′E,16 km,3.5,震度１
2024/02/15,18:38:50.9,宮城県沖,37°58.7′N,141°48.1′E,60 km,3.8,震度１
2024/02/15,15:29:43.1,新潟県上中越沖,37°33.2′N,137°37.0′E,16 km,5.0,震度３
2024/02/15,14:22:38.9,石川県能登地方,37°12.1′N,136°50.1′E,11 km,3.2,震度２
2024/02/15,12:48:19.4,佐渡付近,37°52.8′N,137°45.4′E,21 km,4.9,震度３
2024/02/15,11:49:57.2,石川県能登地方,37°13.9′N,136°48.3′E,8 km,3.2,震度１
2024/02/15,10:08:22.9,京都府南部,35°03.3′N,135°33.1′E,12 km,3.7,震度３
2024/02/15,02:25:46.8,岩手県内陸北部,39°42.2′N,141°15.2′E,85 km,4.1,震度２
2024/02/15,00:59:56.0,石川県能登地方,37°12.8′N,136°48.3′E,7 km,3.2,震度１
2024/02/14,21:48:33.9,石川県能登地方,37°25.2′N,137°09.6′E,7 km,3.1,震度１
2024/02/14,17:11:21.1,青森県東方沖,41°33.7′N,142°06.0′E,53 km,4.2,震度２
2024/02/14,15:53:57.9,鳥島近海,31°54.4′N,138°14.3′E,382 km,5.0,震度１
2024/02/14,15:34:17.3,能登半島沖,37°21.5′N,136°43.6′E,8 km,4.1,震度２
2024/02/14,15:29:00.4,京都府南部,35°03.2′N,135°33.3′E,12 km,4.4,震度４
2024/02/14,15:15:20.1,石川県能登地方,37°12.4′N,136°43.7′E,6 km,2.8,震度１
2024/02/14,13:39:23.5,福島県沖,37°27.6′N,141°32.9′E,46 km,3.5,震度１
2024/02/14,10:32:53.8,石川県能登地方,37°12.9′N,136°47.1′E,11 km,4.5,震度４
2024/02/14,04:57:34.9,熊本県球磨地方,32°16.0′N,130°38.4′E,4 km,2.1,震度２
2024/02/14,02:13:28.7,石川県能登地方,37°27.8′N,137°16.0′E,13 km,3.2,震度１
2024/02/14,02:05:54.6,石川県能登地方,37°26.2′N,137°11.5′E,15 km,2.8,震度１
2024/02/14,01:00:00.0,石川県能登地方,37°12.3′N,136°48.2′E,7 km,3.1,震度１
2024/02/14,00:01:45.5,石川県能登地方,37°24.9′N,137°09.4′E,10 km,3.2,震度１
2024/02/13,20:34:30.4,石川県能登地方,37°19.0′N,136°52.1′E,10 km,2.8,震度１
2024/02/13,13:06:55.8,茨城県南部,36°09.9′N,140°02.1′E,68 km,3.6,震度１
2024/02/12,20:19:40.4,硫黄島近海,22°24.3′N,142°35.9′E,267 km,6.5,震度１
2024/02/12,19:37:25.0,石川県能登地方,37°29.1′N,137°15.2′E,11 km,2.9,震度１
2024/02/12,19:35:12.8,能登半島沖,37°09.2′N,136°39.2′E,8 km,3.4,震度２
2024/02/12,13:26:16.4,石川県能登地方,37°21.7′N,136°52.0′E,8 km,3.1,震度２
2024/02/12,11:01:06.8,鹿児島県薩摩地方,31°49.7′N,130°44.1′E,9 km,2.9,震度１
2024/02/12,06:40:57.6,石川県能登地方,37°22.1′N,136°58.7′E,7 km,2.7,震度１
2024/02/12,05:31:55.2,兵庫県南東部,34°56.0′N,135°22.4′E,6 km,3.3,震度２
2024/02/12,04:23:42.8,能登半島沖,37°33.2′N,137°21.3′E,12 km,3.7,震度１
2024/02/12,04:12:57.8,石川県能登地方,37°22.3′N,136°58.7′E,7 km,2.6,震度１
2024/02/11,23:48:52.6,能登半島沖,37°17.0′N,136°41.5′E,10 km,3.9,震度２
2024/02/11,23:26:35.9,石川県能登地方,37°09.9′N,136°41.4′E,4 km,3.2,震度２
2024/02/11,18:35:13.7,新潟県上中越沖,37°41.6′N,137°34.8′E,19 km,4.2,震度２
2024/02/11,18:18:54.1,石川県能登地方,37°25.8′N,137°10.1′E,14 km,3.3,震度１
2024/02/11,15:44:27.9,千葉県南東沖,35°02.4′N,140°11.5′E,32 km,2.9,震度１
2024/02/11,12:35:59.4,石川県能登地方,37°26.0′N,137°10.6′E,15 km,4.7,震度４
2024/02/11,11:25:45.7,茨城県南部,36°08.7′N,140°05.4′E,65 km,3.8,震度２
2024/02/11,00:34:41.0,新潟県上中越沖,37°37.7′N,137°34.6′E,16 km,4.1,震度２
2024/02/10,21:59:44.0,石川県能登地方,37°09.4′N,136°42.8′E,5 km,2.2,震度１
2024/02/10,21:40:21.6,千葉県北西部,35°35.0′N,140°07.6′E,69 km,3.0,震度１
2024/02/10,21:37:18.1,福島県会津,37°16.2′N,139°55.9′E,8 km,2.1,震度１
2024/02/10,17:16:17.6,石川県能登地方,37°11.1′N,136°42.6′E,3 km,2.7,震度２
2024/02/10,16:47:34.0,茨城県南部,36°18.4′N,140°05.0′E,69 km,4.0,震度３
2024/02/10,16:09:59.6,能登半島沖,37°10.3′N,136°39.0′E,4 km,2.5,震度２
2024/02/10,10:59:27.9,福島県会津,37°16.0′N,139°55.8′E,8 km,2.0,震度１
2024/02/10,10:21:11.9,能登半島沖,37°08.3′N,136°43.2′E,5 km,2.2,震度２
2024/02/10,10:15:56.0,宮城県南部,38°15.0′N,140°37.4′E,10 km,2.5,震度１
2024/02/10,07:48:59.7,石川県能登地方,37°09.7′N,136°41.1′E,3 km,2.1,震度２
2024/02/10,05:18:51.9,能登半島沖,37°34.5′N,137°24.3′E,12 km,4.1,震度２
2024/02/10,04:58:57.9,石川県能登地方,37°20.5′N,136°58.7′E,12 km,3.1,震度１
2024/02/10,02:28:23.8,宮城県沖,38°53.4′N,141°36.0′E,73 km,3.0,震度１
2024/02/09,23:40:48.7,埼玉県南部,35°58.9′N,139°49.9′E,83 km,3.9,震度２
2024/02/09,18:50:23.0,石川県能登地方,37°21.7′N,136°52.5′E,8 km,2.9,震度１
2024/02/09,17:42:32.8,伊豆半島東方沖,34°57.6′N,139°13.7′E,172 km,4.9,震度２
2024/02/09,11:58:50.4,石川県能登地方,37°19.8′N,136°50.2′E,7 km,3.1,震度１
2024/02/09,09:30:34.7,能登半島沖,37°06.6′N,136°39.2′E,6 km,3.0,震度２
2024/02/09,07:18:57.5,福岡県福岡地方,33°50.4′N,130°33.8′E,17 km,3.2,震度１
2024/02/09,05:52:21.3,石川県能登地方,37°13.2′N,136°51.6′E,9 km,2.2,震度１
2024/02/09,04:36:50.1,石川県能登地方,37°25.5′N,137°03.8′E,8 km,2.7,震度１
2024/02/09,02:42:52.2,茨城県沖,36°31.4′N,140°41.2′E,54 km,3.0,震度１
2024/02/08,21:49:32.3,石川県能登地方,37°23.1′N,136°56.9′E,9 km,3.3,震度２
2024/02/08,19:21:28.2,天草灘,31°58.6′N,130°05.3′E,9 km,3.0,震度１
2024/02/08,13:26:34.5,福島県沖,37°40.4′N,141°31.2′E,56 km,3.9,震度２
2024/02/08,06:38:12.1,能登半島沖,37°08.2′N,136°41.4′E,7 km,2.0,震度１
2024/02/08,05:42:17.5,釧路沖,42°52.1′N,144°56.3′E,51 km,3.3,震度１
2024/02/08,01:25:30.2,石川県能登地方,37°13.5′N,136°42.4′E,4 km,3.1,震度１
2024/02/08,01:13:36.7,石川県西方沖,36°59.7′N,136°25.4′E,13 km,3.8,震度１
2024/02/08,00:55:31.3,石川県能登地方,37°24.3′N,136°54.0′E,7 km,2.0,震度１
2024/02/08,00:47:29.5,種子島近海,30°16.1′N,130°55.6′E,15 km,2.9,震度１
2024/02/08,00:45:37.3,石川県能登地方,37°12.7′N,136°43.9′E,11 km,3.3,震度１
2024/02/07,23:24:04.8,石川県能登地方,37°09.0′N,136°43.7′E,4 km,2.0,震度１
2024/02/07,20:59:31.8,和歌山県北部,34°00.0′N,135°14.1′E,7 km,4.1,震度４
2024/02/07,18:44:56.8,石川県能登地方,37°14.8′N,136°45.4′E,9 km,3.1,震度１
2024/02/07,17:16:36.1,石川県能登地方,37°27.9′N,137°07.4′E,11 km,3.4,震度１
2024/02/07,17:09:38.1,茨城県南部,36°02.3′N,140°05.8′E,63 km,3.4,震度１
2024/02/07,16:25:10.6,岩手県沖,39°14.7′N,142°24.4′E,31 km,4.2,震度２
2024/02/07,11:15:28.5,石川県能登地方,37°12.2′N,136°48.5′E,9 km,3.1,震度２
2024/02/07,07:47:59.5,石川県能登地方,37°27.9′N,137°07.5′E,11 km,3.2,震度１
2024/02/07,07:17:30.2,石川県能登地方,37°11.7′N,136°41.3′E,6 km,2.7,震度１
2024/02/07,06:08:15.1,佐渡付近,37°43.9′N,137°35.0′E,20 km,5.2,震度４
2024/02/07,00:17:42.7,石川県能登地方,37°23.6′N,136°53.6′E,0 km,2.1,震度１
2024/02/06,23:57:58.0,愛知県西部,35°14.4′N,137°32.3′E,47 km,3.4,震度２
2024/02/06,14:36:38.3,青森県津軽南部,40°36.9′N,140°29.7′E,11 km,2.2,震度１
2024/02/06,11:56:38.0,石川県能登地方,37°11.8′N,136°50.5′E,10 km,4.1,震度３
2024/02/06,11:12:11.7,トカラ列島近海,29°56.6′N,129°59.8′E,11 km,3.0,震度２
2024/02/06,10:55:27.6,北海道南西沖,41°56.2′N,139°11.8′E,19 km,3.6,震度１
2024/02/06,06:37:56.8,宮城県南部,38°14.9′N,140°37.2′E,9 km,3.2,震度２
2024/02/06,04:21:07.2,根室半島南東沖,43°22.3′N,146°11.2′E,79 km,4.1,震度１
2024/02/06,04:04:10.1,硫黄島近海,22°24.7′N,143°24.8′E,173 km,5.7,震度１
2024/02/06,02:59:00.8,日向灘,32°08.5′N,131°53.2′E,30 km,3.9,震度２
2024/02/06,02:23:46.1,石川県能登地方,37°13.2′N,136°53.4′E,10 km,3.2,震度２
2024/02/06,00:39:09.1,鹿児島県大隅地方,31°37.2′N,130°58.5′E,9 km,3.0,震度２
2024/02/05,17:30:49.5,大隅半島東方沖,30°45.9′N,131°29.0′E,42 km,4.7,震度２
2024/02/05,11:38:31.4,石川県西方沖,37°00.1′N,136°25.5′E,12 km,4.0,震度２
2024/02/05,11:30:39.8,福島県沖,37°45.6′N,141°38.2′E,57 km,3.9,震度１
2024/02/05,09:25:27.2,石川県能登地方,37°11.8′N,136°41.7′E,7 km,2.7,震度１
2024/02/05,08:55:07.5,和歌山県北部,33°55.0′N,135°13.5′E,7 km,2.4,震度１
2024/02/05,07:09:24.2,能登半島沖,37°32.4′N,137°08.6′E,9 km,1.8,震度１
2024/02/05,03:42:22.9,紀伊水道,33°51.0′N,134°58.7′E,13 km,3.0,震度１
2024/02/05,03:29:12.6,能登半島沖,37°08.5′N,136°43.3′E,5 km,2.0,震度２
2024/02/05,00:57:14.6,石川県能登地方,37°15.8′N,136°50.5′E,12 km,3.6,震度２
2024/02/04,19:44:51.7,鹿児島県薩摩地方,31°50.6′N,130°46.9′E,8 km,2.8,震度１
2024/02/04,19:00:29.8,石川県能登地方,37°20.8′N,136°49.7′E,7 km,2.4,震度１
2024/02/04,18:53:17.9,石川県能登地方,37°09.3′N,136°42.0′E,6 km,2.7,震度１
2024/02/04,17:43:43.5,愛媛県東予,34°01.2′N,133°38.0′E,8 km,2.4,震度１
2024/02/04,16:57:22.9,石川県能登地方,37°22.8′N,136°51.5′E,10 km,2.8,震度１
2024/02/04,14:53:11.5,薩摩半島西方沖,31°17.3′N,129°56.4′E,8 km,3.2,震度１
2024/02/04,11:32:47.6,宮城県沖,38°20.5′N,141°44.9′E,51 km,3.6,震度１
2024/02/04,10:24:25.9,択捉島南東沖,44°16.4′N,148°04.9′E,0 km,4.6,震度１
2024/02/04,06:43:35.3,能登半島沖,37°11.3′N,136°40.8′E,10 km,3.9,震度２
2024/02/04,06:10:06.8,天草灘,32°22.8′N,129°54.4′E,12 km,3.5,震度１
2024/02/04,03:46:38.2,能登半島沖,37°09.1′N,136°39.7′E,9 km,2.6,震度１
2024/02/04,01:16:03.2,石川県能登地方,37°27.9′N,137°15.2′E,12 km,4.1,震度３
2024/02/03,22:09:03.8,能登半島沖,37°07.0′N,136°39.2′E,10 km,3.7,震度２
2024/02/03,16:54:55.0,石川県能登地方,37°31.5′N,137°15.1′E,11 km,2.9,震度１
2024/02/03,15:09:04.7,山梨県東部・富士五湖,35°28.5′N,138°59.7′E,25 km,4.0,震度３
2024/02/03,10:59:42.8,石川県能登地方,37°17.0′N,136°45.5′E,12 km,3.5,震度１
2024/02/03,08:59:41.4,日向灘,32°14.0′N,132°01.8′E,32 km,3.1,震度１
2024/02/03,07:31:02.3,茨城県沖,35°55.3′N,141°02.3′E,14 km,3.4,震度１
2024/02/03,05:13:12.1,能登半島沖,37°15.1′N,136°41.5′E,8 km,3.7,震度２
2024/02/03,03:16:20.6,石川県能登地方,37°27.1′N,137°08.9′E,9 km,2.6,震度１
2024/02/03,00:20:09.0,石川県能登地方,37°10.0′N,136°46.3′E,10 km,3.3,震度１
2024/02/03,00:18:58.7,奄美大島近海,28°01.9′N,129°00.6′E,38 km,3.6,震度２
2024/02/02,22:24:09.5,富山県西部,36°46.8′N,136°56.0′E,8 km,2.8,震度１
2024/02/02,20:50:55.4,能登半島沖,37°34.1′N,137°21.7′E,8 km,3.4,震度１
2024/02/02,20:44:02.5,宮城県沖,38°55.3′N,141°55.9′E,51 km,3.7,震度１
2024/02/02,14:40:54.4,石川県能登地方,37°13.7′N,136°51.0′E,9 km,3.0,震度２
2024/02/02,11:58:43.6,石川県能登地方,37°10.7′N,136°50.1′E,11 km,2.8,震度１
2024/02/02,07:26:20.7,与那国島近海,23°39.8′N,123°16.0′E,38 km,5.2,震度１
2024/02/02,02:58:07.0,石川県能登地方,37°13.4′N,136°53.1′E,10 km,2.6,震度１
2024/02/02,01:45:28.8,石川県能登地方,37°13.4′N,136°53.1′E,10 km,4.1,震度３
2024/02/02,00:52:57.3,天草灘,32°06.3′N,129°40.1′E,10 km,3.5,震度１
2024/02/01,17:40:24.3,石川県能登地方,37°22.6′N,137°09.1′E,12 km,2.9,震度１
2024/02/01,15:45:08.6,新潟県上中越沖,37°03.0′N,137°45.0′E,0 km,2.3,震度１
2024/02/01,14:31:41.8,トカラ列島近海,29°59.7′N,129°58.7′E,0 km,2.0,震度１
2024/02/01,14:11:00.0,トカラ列島近海,29°58.8′N,129°58.0′E,11 km,2.4,震度１
2024/02/01,14:10:25.4,佐渡付近,37°55.3′N,137°45.9′E,25 km,3.9,震度１
2024/02/01,14:08:20.3,新潟県上中越沖,37°03.0′N,137°44.6′E,0 km,3.1,震度２
2024/02/01,13:43:28.8,石川県西方沖,36°59.7′N,136°25.9′E,11 km,4.0,震度２
2024/02/01,12:26:41.3,石川県能登地方,37°22.1′N,136°51.9′E,0 km,2.1,震度１
2024/02/01,11:47:00.7,石川県能登地方,37°21.4′N,137°05.3′E,10 km,2.9,震度１
2024/02/01,11:39:45.3,石川県能登地方,37°09.7′N,136°42.5′E,6 km,2.7,震度１
2024/02/01,10:30:42.9,石川県能登地方,37°27.7′N,137°12.7′E,13 km,2.5,震度１
2024/02/01,08:47:57.7,石川県能登地方,37°23.1′N,136°53.5′E,6 km,2.3,震度２
2024/02/01,08:07:13.1,石川県能登地方,37°20.6′N,136°46.6′E,12 km,4.5,震度３
2024/02/01,05:50:51.1,石川県西方沖,37°03.6′N,136°37.7′E,7 km,3.1,震度１
2024/02/01,05:35:48.2,石川県能登地方,37°21.8′N,136°57.5′E,11 km,2.7,震度１
2024/02/01,04:20:08.9,千葉県北西部,35°41.8′N,139°58.0′E,67 km,3.4,震度１
2024/02/01,02:04:14.0,石川県能登地方,37°09.7′N,136°42.3′E,5 km,3.4,震度３
2024/02/01,01:55:25.1,石川県能登地方,37°09.6′N,136°44.5′E,4 km,2.1,震度１
2024/01/31,22:08:49.8,能登半島沖,37°25.0′N,136°59.0′E,6 km,3.1,震度１
2024/01/31,18:58:18.1,能登半島沖,37°07.4′N,136°40.8′E,6 km,2.7,震度１
2024/01/31,16:20:58.4,徳島県南部,33°45.5′N,134°07.9′E,33 km,3.5,震度１
2024/01/31,12:55:21.8,石川県能登地方,37°29.1′N,137°15.6′E,12 km,3.2,震度２
2024/01/31,09:51:35.5,茨城県南部,35°54.5′N,140°21.8′E,38 km,3.1,震度１
2024/01/31,08:40:14.9,石川県能登地方,37°28.9′N,137°14.4′E,7 km,2.4,震度１
2024/01/31,07:47:45.8,石川県能登地方,37°20.3′N,136°58.6′E,11 km,3.3,震度２
2024/01/31,02:09:43.9,石川県能登地方,37°10.1′N,136°41.1′E,3 km,1.9,震度１
2024/01/30,20:55:55.1,石川県能登地方,37°14.1′N,136°47.8′E,8 km,2.9,震度１
2024/01/30,19:37:16.1,能登半島沖,37°09.2′N,136°39.6′E,6 km,3.0,震度３
2024/01/30,19:35:52.8,北海道東方沖,43°24.0′N,146°46.6′E,47 km,4.1,震度１
2024/01/30,17:42:01.2,能登半島沖,37°32.7′N,137°22.4′E,8 km,3.0,震度１
2024/01/30,15:58:58.0,石川県能登地方,37°21.6′N,136°47.3′E,8 km,3.3,震度２
2024/01/30,15:10:07.6,山梨県東部・富士五湖,35°32.5′N,138°58.0′E,21 km,2.5,震度１
2024/01/30,13:12:51.0,石川県能登地方,37°19.4′N,136°55.6′E,11 km,2.7,震度１
2024/01/30,12:09:20.4,石川県能登地方,37°27.8′N,137°15.9′E,12 km,3.0,震度２
2024/01/30,10:49:51.5,佐渡付近,37°49.2′N,137°50.9′E,17 km,3.9,震度１
2024/01/30,10:34:58.5,茨城県南部,36°03.8′N,139°56.4′E,45 km,3.0,震度１
2024/01/30,09:22:14.8,佐渡付近,37°53.3′N,137°44.5′E,21 km,3.8,震度１
2024/01/30,08:08:13.2,石川県能登地方,37°30.7′N,137°13.0′E,10 km,2.5,震度１
2024/01/30,05:11:09.7,熊本県熊本地方,32°39.0′N,130°41.0′E,12 km,3.6,震度２
2024/01/30,05:03:05.4,千葉県東方沖,35°25.2′N,141°10.4′E,18 km,4.7,震度１
2024/01/30,04:46:23.1,岐阜県美濃中西部,35°40.4′N,137°06.3′E,12 km,2.9,震度１
2024/01/30,04:01:38.1,石川県能登地方,37°08.7′N,136°44.6′E,8 km,2.7,震度１
2024/01/30,00:19:18.5,浦河沖,41°57.5′N,142°19.9′E,70 km,4.1,震度１
2024/01/30,00:01:30.3,熊本県熊本地方,32°39.0′N,130°41.1′E,12 km,3.1,震度２
2024/01/29,22:43:04.8,石川県能登地方,37°09.9′N,136°50.4′E,11 km,3.1,震度１
2024/01/29,16:26:56.7,佐渡付近,37°54.3′N,137°43.8′E,22 km,3.9,震度１
2024/01/29,16:18:56.1,石川県能登地方,37°10.2′N,136°45.5′E,6 km,2.8,震度１
2024/01/29,15:56:47.4,石川県能登地方,37°11.1′N,136°42.2′E,3 km,2.0,震度１
2024/01/29,07:59:03.7,佐渡付近,37°48.9′N,137°51.4′E,18 km,3.7,震度１
2024/01/29,06:29:07.3,石川県能登地方,37°20.8′N,136°59.1′E,11 km,3.0,震度１
2024/01/29,03:57:53.7,石川県能登地方,37°11.5′N,136°45.8′E,7 km,3.2,震度１
